date,amount,merchant,description
2024-09-20,349.64,Staples,Office supplies
2024-10-16,214.8,Best Buy,TV and electronics
2024-09-14,354.82,Spotify,Monthly subscription
2025-01-06,443.78,Uber,Ride to office
2025-01-24,457.92,Shell,Gas for car
2024-12-30,307.26,Uber,Ride to office
2025-07-24,713.67,Best Buy,TV and electronics
2025-07-08,850.69,Delta Airlines,Flight to business conference
2024-12-11,118.27,Target,Clothing and accessories
2024-09-01,172.71,Best Buy,TV and electronics
2025-06-10,251.47,Shell,Gas for car
2024-10-17,556.39,WeWork,Coworking space rental
2025-04-06,564.25,Coursera,Online business course
2024-12-08,239.54,Spotify,Monthly subscription
2025-02-07,633.46,Walmart,Groceries and household supplies
2024-10-19,644.07,WeWork,Coworking space rental
2024-12-03,401.63,Walmart,Groceries and household supplies
2024-10-21,617.97,Shell,Gas for car
2024-12-01,455.08,Apple,MacBook purchase for work
2025-04-11,394.95,Walmart,Groceries and household supplies
2024-10-03,222.65,Shell,Gas for car
2025-03-16,754.8,Staples,Office supplies
2025-02-04,798.05,Best Buy,TV and electronics
2025-04-07,110.73,Netflix,Streaming subscription
2024-10-23,541.52,Southwest Airlines,Flight for vacation
2024-11-23,332.73,Coursera,Online business course
2024-12-26,122.82,Spotify,Monthly subscription
2025-02-16,864.01,Target,Clothing and accessories
2025-02-22,966.26,Amazon,Books and home items
2025-06-03,601.0,Coursera,Online business course
2024-11-26,398.62,Netflix,Streaming subscription
2024-10-01,354.45,Uber,Ride to office
2025-01-14,463.28,Southwest Airlines,Flight for vacation
2025-02-28,815.6,WeWork,Coworking space rental
2025-07-19,802.61,Shell,Gas for car
2025-01-11,594.27,Netflix,Streaming subscription
2025-05-04,142.61,Target,Clothing and accessories
2025-03-16,246.19,Uber,Ride to office
2025-01-09,191.21,Uber,Ride to office
2025-01-25,149.94,Shell,Gas for car
2025-06-04,424.06,Walmart,Groceries and household supplies
2024-12-29,579.06,WeWork,Coworking space rental
2024-11-09,193.9,Walmart,Groceries and household supplies
2025-01-21,542.01,Target,Clothing and accessories
2024-11-01,931.39,Target,Clothing and accessories
2025-04-10,559.36,WeWork,Coworking space rental
2025-02-25,295.95,Spotify,Monthly subscription
2025-05-26,321.43,WeWork,Coworking space rental
2024-11-11,623.22,Spotify,Monthly subscription
2025-07-02,365.45,Southwest Airlines,Flight for vacation
2024-08-10,489.76,Delta Airlines,Flight to business conference
2024-12-20,817.06,Apple,MacBook purchase for work
2024-12-21,510.38,Amazon,Books and home items
2024-10-22,415.04,Spotify,Monthly subscription
2024-09-11,421.47,Spotify,Monthly subscription
2025-01-18,449.41,Southwest Airlines,Flight for vacation
2024-09-22,91.84,WeWork,Coworking space rental
2024-10-02,797.92,Delta Airlines,Flight to business conference
2024-11-03,299.17,Apple,MacBook purchase for work
2024-10-05,232.59,Staples,Office supplies
2025-03-06,176.53,Staples,Office supplies
2024-09-30,569.99,Spotify,Monthly subscription
2024-08-22,768.26,Best Buy,TV and electronics
2025-06-20,515.7,Amazon,Books and home items
2025-04-23,123.06,Netflix,Streaming subscription
2024-10-02,547.68,Best Buy,TV and electronics
2024-09-21,546.62,Coursera,Online business course
2025-05-29,51.19,Best Buy,TV and electronics
2025-05-21,446.95,Shell,Gas for car
2025-05-06,989.88,Apple,MacBook purchase for work
2024-12-11,738.63,Uber,Ride to office
2024-09-29,753.83,Target,Clothing and accessories
2025-02-18,876.06,Staples,Office supplies
2024-12-02,455.24,Delta Airlines,Flight to business conference
2024-10-10,863.58,Coursera,Online business course
2025-05-09,444.68,Uber,Ride to office
2025-02-07,777.88,Uber,Ride to office
2025-01-27,217.78,Apple,MacBook purchase for work
2025-01-10,592.04,Shell,Gas for car
2024-10-18,862.44,Coursera,Online business course
2024-10-07,636.44,Netflix,Streaming subscription
2024-11-10,619.99,WeWork,Coworking space rental
2024-09-25,214.55,Best Buy,TV and electronics
2025-07-25,807.39,Apple,MacBook purchase for work
2025-02-21,357.31,Netflix,Streaming subscription
2024-10-04,600.89,Staples,Office supplies
2025-03-05,330.42,WeWork,Coworking space rental
2024-07-30,299.71,Shell,Gas for car
2025-02-11,274.67,Netflix,Streaming subscription
2024-09-30,519.27,Southwest Airlines,Flight for vacation
2025-07-18,817.03,Target,Clothing and accessories
2025-01-30,963.14,WeWork,Coworking space rental
2024-08-23,417.48,Best Buy,TV and electronics
2025-01-14,992.56,Delta Airlines,Flight to business conference
2024-08-02,659.34,Southwest Airlines,Flight for vacation
2025-01-06,867.42,Shell,Gas for car
2025-02-02,154.78,Apple,MacBook purchase for work
2025-05-06,830.2,Coursera,Online business course
2024-10-14,845.12,Best Buy,TV and electronics
2025-01-19,494.56,Walmart,Groceries and household supplies
2024-12-05,636.08,Netflix,Streaming subscription
2025-06-19,420.08,Target,Clothing and accessories
2024-12-15,84.76,Spotify,Monthly subscription
2024-10-31,881.32,Best Buy,TV and electronics
2025-02-28,408.82,Uber,Ride to office
2024-10-15,285.44,Shell,Gas for car
2025-04-23,460.15,Coursera,Online business course
2025-06-12,334.02,Spotify,Monthly subscription
2024-11-11,870.22,Delta Airlines,Flight to business conference
2025-07-20,735.4,Southwest Airlines,Flight for vacation
2024-11-30,972.43,Shell,Gas for car
2025-06-13,667.5,Target,Clothing and accessories
2024-08-26,851.61,Coursera,Online business course
2024-11-24,539.08,Best Buy,TV and electronics
2024-12-10,968.45,Apple,MacBook purchase for work
2025-05-14,219.73,Southwest Airlines,Flight for vacation
2024-11-11,329.64,Staples,Office supplies
2025-02-13,344.38,Staples,Office supplies
2025-07-13,139.29,Netflix,Streaming subscription
2024-08-28,490.48,Southwest Airlines,Flight for vacation
2024-10-26,895.21,Coursera,Online business course
2024-10-28,57.93,Best Buy,TV and electronics
2025-02-16,629.92,Uber,Ride to office
2025-01-07,464.99,Southwest Airlines,Flight for vacation
2024-11-04,930.14,Uber,Ride to office
2025-03-24,446.87,WeWork,Coworking space rental
2024-08-12,991.92,Delta Airlines,Flight to business conference
2025-03-19,210.3,Walmart,Groceries and household supplies
2024-09-05,910.31,Shell,Gas for car
2024-11-03,308.85,Target,Clothing and accessories
2025-03-04,933.4,Southwest Airlines,Flight for vacation
2024-09-17,102.41,Staples,Office supplies
2025-04-05,257.89,Coursera,Online business course
2025-07-18,667.86,Coursera,Online business course
2024-08-10,173.87,Target,Clothing and accessories
2024-11-20,629.35,Walmart,Groceries and household supplies
2025-05-17,702.45,Shell,Gas for car
2025-02-25,434.94,Apple,MacBook purchase for work
2025-06-22,706.66,Uber,Ride to office
2025-05-28,221.29,Delta Airlines,Flight to business conference
2025-01-18,141.37,Uber,Ride to office
2025-05-05,524.25,Apple,MacBook purchase for work
2024-11-10,19.19,Spotify,Monthly subscription
2024-11-11,350.14,Shell,Gas for car
2025-05-08,988.27,Uber,Ride to office
2024-11-17,697.09,Walmart,Groceries and household supplies
2025-04-14,80.12,Spotify,Monthly subscription
2025-04-08,98.44,Walmart,Groceries and household supplies
2024-10-13,111.4,Best Buy,TV and electronics
2025-06-28,373.89,Coursera,Online business course
2025-05-13,145.76,Staples,Office supplies
2025-06-09,815.23,Best Buy,TV and electronics
2025-07-26,141.81,Southwest Airlines,Flight for vacation
2025-07-21,151.42,Target,Clothing and accessories
2025-01-20,567.66,Amazon,Books and home items
2024-08-20,653.52,Netflix,Streaming subscription
2025-02-15,357.68,Spotify,Monthly subscription
2025-05-09,631.8,Apple,MacBook purchase for work
2025-04-14,920.7,WeWork,Coworking space rental
2025-07-28,689.7,Netflix,Streaming subscription
2025-06-13,225.07,Southwest Airlines,Flight for vacation
2025-02-01,148.61,Uber,Ride to office
2024-10-12,593.68,Uber,Ride to office
2024-08-20,358.02,Walmart,Groceries and household supplies
2025-03-21,321.36,Walmart,Groceries and household supplies
2024-08-20,255.31,WeWork,Coworking space rental
2025-07-04,93.41,Target,Clothing and accessories
2025-06-02,604.99,Amazon,Books and home items
2025-05-07,611.52,Shell,Gas for car
2025-04-08,941.87,Best Buy,TV and electronics
2025-02-15,849.41,Delta Airlines,Flight to business conference
2025-07-11,877.07,Target,Clothing and accessories
2025-01-31,522.57,Apple,MacBook purchase for work
2025-04-01,196.76,Amazon,Books and home items
2024-12-14,302.59,Walmart,Groceries and household supplies
2025-02-17,785.96,Delta Airlines,Flight to business conference
2025-05-26,955.12,Best Buy,TV and electronics
2024-12-02,392.03,Spotify,Monthly subscription
2024-09-26,504.59,Apple,MacBook purchase for work
2025-07-16,80.3,Netflix,Streaming subscription
2024-09-27,987.01,Delta Airlines,Flight to business conference
2025-07-20,140.66,Coursera,Online business course
2024-10-07,840.58,Southwest Airlines,Flight for vacation
2024-09-09,371.76,Walmart,Groceries and household supplies
2024-11-22,181.04,Target,Clothing and accessories
2024-12-25,954.91,Spotify,Monthly subscription
2025-04-12,82.26,Best Buy,TV and electronics
2024-09-16,76.86,Netflix,Streaming subscription
2024-09-09,223.59,Staples,Office supplies
2024-11-11,949.19,Delta Airlines,Flight to business conference
2025-07-21,511.54,Walmart,Groceries and household supplies
2024-11-07,715.5,Target,Clothing and accessories
2025-05-18,421.28,Best Buy,TV and electronics
2024-10-24,408.25,Shell,Gas for car
2024-09-18,541.2,Target,Clothing and accessories
2024-09-02,161.15,Netflix,Streaming subscription
2025-05-10,316.81,Uber,Ride to office
2025-01-15,921.72,Amazon,Books and home items
2025-03-12,163.82,Best Buy,TV and electronics
2024-09-05,396.82,Coursera,Online business course
2025-05-30,765.59,Target,Clothing and accessories
2025-01-10,684.25,Target,Clothing and accessories
2025-07-06,317.07,Uber,Ride to office
2024-10-30,732.66,Walmart,Groceries and household supplies
2025-07-21,246.25,Southwest Airlines,Flight for vacation
2024-10-10,95.35,Apple,MacBook purchase for work
2025-05-13,124.83,Walmart,Groceries and household supplies
2024-12-09,612.74,Netflix,Streaming subscription
2025-02-05,669.42,Staples,Office supplies
2025-02-17,743.25,Target,Clothing and accessories
2024-08-20,22.54,Uber,Ride to office
2025-03-07,704.48,WeWork,Coworking space rental
2025-07-02,501.45,WeWork,Coworking space rental
2025-05-27,527.78,Coursera,Online business course
2025-04-11,824.28,Best Buy,TV and electronics
2024-10-07,175.29,Staples,Office supplies
2025-07-20,752.28,WeWork,Coworking space rental
2025-05-22,276.08,Southwest Airlines,Flight for vacation
2025-04-24,773.72,Uber,Ride to office
2024-08-01,341.66,Delta Airlines,Flight to business conference
2025-06-24,279.26,Walmart,Groceries and household supplies
2025-02-03,270.32,Uber,Ride to office
2024-08-30,631.26,Netflix,Streaming subscription
2025-06-25,460.65,Spotify,Monthly subscription
2025-05-26,64.88,Coursera,Online business course
2025-06-12,571.22,Southwest Airlines,Flight for vacation
2024-10-20,165.74,Coursera,Online business course
2024-08-19,111.88,Best Buy,TV and electronics
2025-05-09,677.38,Netflix,Streaming subscription
2024-09-24,236.12,Uber,Ride to office
2025-06-26,12.54,Amazon,Books and home items
2025-03-12,864.3,Southwest Airlines,Flight for vacation
2025-04-09,55.52,Apple,MacBook purchase for work
2024-08-30,389.15,Coursera,Online business course
2025-02-16,187.17,WeWork,Coworking space rental
2025-07-09,45.01,Southwest Airlines,Flight for vacation
2024-08-20,914.81,Best Buy,TV and electronics
2025-02-09,659.15,Shell,Gas for car
2025-05-24,328.58,Apple,MacBook purchase for work
2024-11-10,916.7,Walmart,Groceries and household supplies
2025-04-15,278.55,Coursera,Online business course
2024-12-05,575.82,Uber,Ride to office
2025-06-18,507.02,Uber,Ride to office
2025-03-04,187.55,Delta Airlines,Flight to business conference
2024-10-18,520.62,Best Buy,TV and electronics
2025-03-13,954.54,Delta Airlines,Flight to business conference
2025-01-25,878.22,Uber,Ride to office
2024-09-14,289.48,Southwest Airlines,Flight for vacation
2025-07-14,317.59,Southwest Airlines,Flight for vacation
2025-06-06,557.56,Uber,Ride to office
2024-11-19,375.23,Delta Airlines,Flight to business conference
2024-10-18,568.17,Staples,Office supplies
2025-06-23,742.18,Staples,Office supplies
2025-05-30,469.29,Apple,MacBook purchase for work
2025-05-26,972.14,Netflix,Streaming subscription
2025-06-30,778.13,Best Buy,TV and electronics
2024-08-29,901.44,Shell,Gas for car
2024-08-19,798.01,Best Buy,TV and electronics
2025-07-17,16.31,WeWork,Coworking space rental
2024-09-15,33.67,Walmart,Groceries and household supplies
2025-07-12,352.96,Amazon,Books and home items
2025-07-18,696.53,Southwest Airlines,Flight for vacation
2024-11-02,951.48,Delta Airlines,Flight to business conference
2024-11-09,761.34,Delta Airlines,Flight to business conference
2025-06-28,850.52,Walmart,Groceries and household supplies
2025-05-08,314.44,Shell,Gas for car
2024-12-17,534.52,Apple,MacBook purchase for work
2025-06-30,425.62,Apple,MacBook purchase for work
2025-04-22,972.83,Delta Airlines,Flight to business conference
2025-01-03,714.54,WeWork,Coworking space rental
2024-12-06,53.46,Uber,Ride to office
2025-03-22,898.31,Apple,MacBook purchase for work
2025-03-29,418.93,Amazon,Books and home items
2024-08-27,463.87,Coursera,Online business course
2025-07-19,94.05,Shell,Gas for car
2025-04-02,510.37,Uber,Ride to office
2024-08-11,821.76,Target,Clothing and accessories
2024-08-28,595.98,Uber,Ride to office
2024-10-29,440.63,Delta Airlines,Flight to business conference
2024-12-08,244.4,WeWork,Coworking space rental
2025-04-04,852.4,Staples,Office supplies
2024-12-25,399.02,Best Buy,TV and electronics
2025-02-18,738.0,Southwest Airlines,Flight for vacation
2024-08-31,458.23,Coursera,Online business course
2025-07-21,83.94,Apple,MacBook purchase for work
2025-01-24,144.75,Apple,MacBook purchase for work
2024-08-17,588.86,Best Buy,TV and electronics
2025-07-27,114.6,WeWork,Coworking space rental
2024-12-07,471.39,Spotify,Monthly subscription
2024-08-25,129.53,Walmart,Groceries and household supplies
2025-06-20,964.99,Coursera,Online business course
2024-09-27,457.4,Apple,MacBook purchase for work
2024-08-01,272.36,Spotify,Monthly subscription
2025-01-16,99.52,Uber,Ride to office
2024-09-10,689.19,Best Buy,TV and electronics
2025-03-05,707.66,Southwest Airlines,Flight for vacation
2024-09-27,49.93,Netflix,Streaming subscription
2024-11-29,858.01,Southwest Airlines,Flight for vacation
2024-12-16,100.3,WeWork,Coworking space rental
2024-12-26,968.72,Apple,MacBook purchase for work
2025-02-14,518.33,Walmart,Groceries and household supplies
2025-05-23,305.85,Target,Clothing and accessories
2024-12-01,990.77,Southwest Airlines,Flight for vacation
2024-12-29,952.58,Delta Airlines,Flight to business conference
2025-07-16,457.68,Southwest Airlines,Flight for vacation
2025-01-04,554.62,Shell,Gas for car
2024-12-05,467.42,Uber,Ride to office
2025-03-12,795.87,Best Buy,TV and electronics
2025-06-10,21.84,Uber,Ride to office
2024-07-28,783.15,Southwest Airlines,Flight for vacation
2025-04-01,139.41,Apple,MacBook purchase for work
2025-06-15,406.58,Southwest Airlines,Flight for vacation
2024-09-25,633.99,Target,Clothing and accessories
2024-09-11,93.2,Target,Clothing and accessories
2025-07-19,266.23,Netflix,Streaming subscription
2024-09-27,84.24,Southwest Airlines,Flight for vacation
2025-06-19,205.77,Uber,Ride to office
2025-06-28,449.0,Target,Clothing and accessories
2024-12-15,101.06,WeWork,Coworking space rental
2025-02-16,831.06,Southwest Airlines,Flight for vacation
2024-12-14,131.3,Coursera,Online business course
2024-11-12,60.13,Spotify,Monthly subscription
2024-12-13,438.82,Netflix,Streaming subscription
2025-04-19,401.05,Shell,Gas for car
2024-11-12,388.9,Delta Airlines,Flight to business conference
2024-10-31,181.08,Walmart,Groceries and household supplies
2025-04-30,909.22,Apple,MacBook purchase for work
2025-07-17,287.06,Staples,Office supplies
2024-12-16,44.3,WeWork,Coworking space rental
2025-07-18,620.81,Netflix,Streaming subscription
2025-06-25,302.15,Target,Clothing and accessories
2025-04-11,883.95,Walmart,Groceries and household supplies
2024-11-04,70.37,Spotify,Monthly subscription
2024-12-14,389.19,Staples,Office supplies
2024-10-08,207.46,Walmart,Groceries and household supplies
2024-11-09,530.56,Best Buy,TV and electronics
2024-12-11,994.15,Target,Clothing and accessories
2024-10-16,796.9,Amazon,Books and home items
2024-12-19,784.1,Walmart,Groceries and household supplies
2025-03-30,484.89,Coursera,Online business course
2025-04-19,489.83,Best Buy,TV and electronics
2024-09-25,507.37,Netflix,Streaming subscription
2024-11-24,277.73,Walmart,Groceries and household supplies
2025-07-26,325.69,Delta Airlines,Flight to business conference
2025-07-27,39.01,Apple,MacBook purchase for work
2024-09-29,780.75,Best Buy,TV and electronics
2024-09-02,810.57,Delta Airlines,Flight to business conference
2024-10-13,534.14,Spotify,Monthly subscription
2025-06-12,588.15,Best Buy,TV and electronics
2024-08-18,974.24,Apple,MacBook purchase for work
2025-03-24,255.38,Uber,Ride to office
2025-02-08,273.86,Apple,MacBook purchase for work
2025-02-05,793.32,Southwest Airlines,Flight for vacation
2025-03-13,65.35,Shell,Gas for car
2024-12-08,579.94,Apple,MacBook purchase for work
2024-10-28,394.54,Best Buy,TV and electronics
2025-01-01,991.63,Southwest Airlines,Flight for vacation
2025-03-28,184.34,WeWork,Coworking space rental
2025-04-07,324.82,Netflix,Streaming subscription
2024-10-27,700.65,Shell,Gas for car
2025-07-07,37.92,Netflix,Streaming subscription
2025-06-19,358.17,Shell,Gas for car
2024-11-22,567.97,Netflix,Streaming subscription
2024-11-09,948.88,Netflix,Streaming subscription
2024-10-30,988.13,Southwest Airlines,Flight for vacation
2025-04-11,546.7,Spotify,Monthly subscription
2024-08-20,495.53,WeWork,Coworking space rental
2025-07-06,65.61,Uber,Ride to office
2024-10-29,226.62,Netflix,Streaming subscription
2024-08-24,483.21,Amazon,Books and home items
2024-08-12,918.72,Coursera,Online business course
2025-05-12,808.38,Apple,MacBook purchase for work
2025-06-18,719.77,Coursera,Online business course
2024-09-13,845.84,Best Buy,TV and electronics
2025-01-26,68.96,Coursera,Online business course
2024-10-08,590.74,WeWork,Coworking space rental
2025-06-30,776.62,WeWork,Coworking space rental
2025-05-16,531.03,Southwest Airlines,Flight for vacation
2024-09-03,960.95,Coursera,Online business course
2025-07-19,707.49,Coursera,Online business course
2025-05-24,401.64,Target,Clothing and accessories
2024-09-12,343.2,Uber,Ride to office
2024-08-22,145.09,Coursera,Online business course
2024-12-08,735.03,WeWork,Coworking space rental
2025-03-11,793.92,Walmart,Groceries and household supplies
2025-01-12,652.69,Spotify,Monthly subscription
2025-01-21,710.11,WeWork,Coworking space rental
2024-10-18,696.62,Amazon,Books and home items
2024-09-12,789.12,Netflix,Streaming subscription
2025-01-16,668.88,Apple,MacBook purchase for work
2024-10-26,183.6,Southwest Airlines,Flight for vacation
2025-04-08,736.66,Staples,Office supplies
2025-05-05,136.07,Staples,Office supplies
2025-04-05,11.78,Shell,Gas for car
2024-09-12,949.21,Shell,Gas for car
2025-02-16,852.25,Walmart,Groceries and household supplies
2025-01-31,965.53,Best Buy,TV and electronics
2025-02-15,190.26,Delta Airlines,Flight to business conference
2024-10-27,921.83,Coursera,Online business course
2025-07-23,228.69,Netflix,Streaming subscription
2025-01-30,113.07,Netflix,Streaming subscription
2025-07-20,149.24,Spotify,Monthly subscription
2025-04-09,87.03,Shell,Gas for car
2024-11-13,982.56,Coursera,Online business course
2025-05-20,639.82,WeWork,Coworking space rental
2024-10-16,823.45,Uber,Ride to office
2025-06-22,642.71,Target,Clothing and accessories
2024-12-29,452.16,Coursera,Online business course
2025-06-19,217.59,Staples,Office supplies
2025-01-26,77.12,Shell,Gas for car
2025-05-10,789.15,Staples,Office supplies
2024-11-09,11.27,Shell,Gas for car
2025-04-08,443.84,Walmart,Groceries and household supplies
2024-11-10,969.41,Walmart,Groceries and household supplies
2025-04-14,498.15,Walmart,Groceries and household supplies
2025-07-24,357.72,Walmart,Groceries and household supplies
2025-07-15,110.41,Walmart,Groceries and household supplies
2025-06-18,790.84,Spotify,Monthly subscription
2025-05-18,654.46,Netflix,Streaming subscription
2025-04-03,233.33,Target,Clothing and accessories
2024-11-16,82.97,Spotify,Monthly subscription
2025-02-26,43.08,Southwest Airlines,Flight for vacation
2024-09-26,325.53,Delta Airlines,Flight to business conference
2025-07-22,83.46,Uber,Ride to office
2024-08-28,889.05,WeWork,Coworking space rental
2025-05-28,734.67,WeWork,Coworking space rental
2025-07-10,942.42,Amazon,Books and home items
2024-10-16,344.57,Uber,Ride to office
2024-10-31,894.29,Netflix,Streaming subscription
2024-10-25,40.68,Shell,Gas for car
2025-03-09,173.35,Target,Clothing and accessories
2025-02-17,165.53,Walmart,Groceries and household supplies
2025-05-21,337.78,Uber,Ride to office
2024-12-11,415.19,Apple,MacBook purchase for work
2024-09-27,724.82,Amazon,Books and home items
2025-07-23,544.72,Shell,Gas for car
2025-05-06,288.71,Target,Clothing and accessories
2025-05-12,104.96,Apple,MacBook purchase for work
2025-02-15,576.05,Walmart,Groceries and household supplies
2025-01-17,496.04,Southwest Airlines,Flight for vacation
2025-04-28,367.22,Delta Airlines,Flight to business conference
2024-11-13,96.75,Walmart,Groceries and household supplies
2025-06-03,665.4,Southwest Airlines,Flight for vacation
2025-07-01,485.53,Netflix,Streaming subscription
2025-03-01,35.48,Uber,Ride to office
2025-02-05,641.81,WeWork,Coworking space rental
2025-01-28,478.83,Uber,Ride to office
2024-07-28,315.27,Uber,Ride to office
2025-01-14,476.24,Walmart,Groceries and household supplies
2025-07-25,272.35,Target,Clothing and accessories
2024-10-05,548.68,Target,Clothing and accessories
2025-05-13,377.31,WeWork,Coworking space rental
2025-05-22,375.71,Walmart,Groceries and household supplies
2025-04-03,54.17,Spotify,Monthly subscription
2025-07-10,470.41,Spotify,Monthly subscription
2024-08-05,838.71,Apple,MacBook purchase for work
2024-11-26,71.02,Netflix,Streaming subscription
2025-06-04,699.51,Best Buy,TV and electronics
2024-10-19,94.85,Uber,Ride to office
2024-12-14,810.1,Coursera,Online business course
2025-04-04,971.0,Walmart,Groceries and household supplies
2025-03-02,235.24,Netflix,Streaming subscription
2024-12-25,842.39,Delta Airlines,Flight to business conference
2024-11-19,527.36,Southwest Airlines,Flight for vacation
2025-02-09,690.2,Amazon,Books and home items
2025-02-18,576.99,Spotify,Monthly subscription
2025-05-10,481.5,Apple,MacBook purchase for work
2024-12-04,400.86,Uber,Ride to office
2024-09-16,717.16,Southwest Airlines,Flight for vacation
2025-07-10,575.51,Amazon,Books and home items
2025-05-20,802.45,Amazon,Books and home items
2025-03-26,982.93,Target,Clothing and accessories
2025-07-07,129.08,WeWork,Coworking space rental
2024-11-01,454.55,Best Buy,TV and electronics
2024-08-18,972.44,WeWork,Coworking space rental
2025-06-20,200.8,Best Buy,TV and electronics
2025-05-26,429.14,Delta Airlines,Flight to business conference
2024-08-08,441.04,Target,Clothing and accessories
2025-03-19,630.95,Southwest Airlines,Flight for vacation
2025-01-13,599.1,Southwest Airlines,Flight for vacation
2025-03-06,911.7,Coursera,Online business course
2025-04-20,76.34,Best Buy,TV and electronics
2025-02-21,560.8,Walmart,Groceries and household supplies
2025-01-24,332.87,Amazon,Books and home items
2024-12-10,524.49,Staples,Office supplies
2024-10-06,22.24,Southwest Airlines,Flight for vacation
2025-04-28,626.83,Shell,Gas for car
2025-05-06,783.87,Amazon,Books and home items
2024-09-22,420.3,Uber,Ride to office
2025-04-16,570.93,WeWork,Coworking space rental
2025-04-13,760.79,Netflix,Streaming subscription
2025-07-14,925.68,Uber,Ride to office
2025-02-26,781.75,Netflix,Streaming subscription
2024-10-22,293.23,Best Buy,TV and electronics
2025-04-04,881.33,Amazon,Books and home items
2025-07-12,271.5,Walmart,Groceries and household supplies
2024-08-12,490.73,Target,Clothing and accessories
2025-07-27,478.32,Netflix,Streaming subscription
2025-03-25,282.66,WeWork,Coworking space rental
2025-05-02,622.06,WeWork,Coworking space rental
